ID,flower,leafbottom,leaftop,plantside,planttop,primarybranch,seed,leafstrip
ANN0813,ANN0813_flower,ANN0813_leafbottom,ANN0813_leaftop,ANN0813_plantside,ANN0813_planttop,ANN0813_primarybranch,nan,ANN0813_leafstrip
ANN0814,ANN0814_flower,ANN0814_leafbottom,ANN0814_leaftop,ANN0814_plantside,ANN0814_planttop,ANN0814_primarybranch,ANN0814_seed,ANN0814_leafstrip
ANN0815,ANN0815_flower,ANN0815_leafbottom,ANN0815_leaftop,ANN0815_plantside,ANN0815_planttop,ANN0815_primarybranch,ANN0815_seed,ANN0815_leafstrip
ANN0816,ANN0816_flower,ANN0816_leafbottom,ANN0816_leaftop,ANN0816_plantside,ANN0816_planttop,ANN0816_primarybranch,ANN0816_seed,ANN0816_leafstrip
ANN0817,ANN0817_flower,ANN0817_leafbottom,ANN0817_leaftop,ANN0817_plantside,ANN0817_planttop,ANN0817_primarybranch,ANN0817_seed,ANN0817_leafstrip
ANN0818,ANN0818_flower,ANN0818_leafbottom,ANN0818_leaftop,ANN0818_plantside,ANN0818_planttop,ANN0818_primarybranch,ANN0818_seed,ANN0818_leafstrip
ANN0819,ANN0819_flower,nan,nan,ANN0819_plantside,ANN0819_planttop,ANN0819_primarybranch,ANN0819_seed,nan
ANN0820,ANN0820_flower,ANN0820_leafbottom,ANN0820_leaftop,ANN0820_plantside,ANN0820_planttop,ANN0820_primarybranch,nan,ANN0820_leafstrip
ANN0821,ANN0821_flower,ANN0821_leafbottom,ANN0821_leaftop,ANN0821_plantside,ANN0821_planttop,ANN0821_primarybranch,ANN0821_seed,ANN0821_leafstrip
ANN0822,ANN0822_flower,ANN0822_leafbottom,ANN0822_leaftop,ANN0822_plantside,ANN0822_planttop,ANN0822_primarybranch,ANN0822_seed,ANN0822_leafstrip
ANN0823,ANN0823_flower,ANN0823_leafbottom,ANN0823_leaftop,ANN0823_plantside,ANN0823_planttop,ANN0823_primarybranch,ANN0823_seed,ANN0823_leafstrip
ANN0824,ANN0824_flower,ANN0824_leafbottom,ANN0824_leaftop,ANN0824_plantside,ANN0824_planttop,ANN0824_primarybranch,ANN0824_seed,ANN0824_leafstrip
ANN0825,ANN0825_flower,ANN0825_leafbottom,ANN0825_leaftop,ANN0825_plantside,ANN0825_planttop,ANN0825_primarybranch,ANN0825_seed,ANN0825_leafstrip
ANN0826,ANN0826_flower,ANN0826_leafbottom,ANN0826_leaftop,ANN0826_plantside,ANN0826_planttop,ANN0826_primarybranch,ANN0826_seed,ANN0826_leafstrip
ANN0827,ANN0827_flower,ANN0827_leafbottom,ANN0827_leaftop,ANN0827_plantside,ANN0827_planttop,ANN0827_primarybranch,ANN0827_seed,ANN0827_leafstrip
ANN0828,ANN0828_flower,ANN0828_leafbottom,ANN0828_leaftop,ANN0828_plantside,ANN0828_planttop,ANN0828_primarybranch,ANN0828_seed,ANN0828_leafstrip
ANN0829,ANN0829_flower,ANN0829_leafbottom,ANN0829_leaftop,ANN0829_plantside,ANN0829_planttop,ANN0829_primarybranch,nan,ANN0829_leafstrip
ANN0830,nan,ANN0830_leafbottom,ANN0830_leaftop,ANN0830_plantside,ANN0830_planttop,ANN0830_primarybranch,nan,ANN0830_leafstrip
ANN0831,ANN0831_flower,ANN0831_leafbottom,ANN0831_leaftop,ANN0831_plantside,ANN0831_planttop,nan,ANN0831_seed,ANN0831_leafstrip
ANN0832,ANN0832_flower,ANN0832_leafbottom,ANN0832_leaftop,ANN0832_plantside,ANN0832_planttop,ANN0832_primarybranch,ANN0832_seed,ANN0832_leafstrip
ANN0833,ANN0833_flower,ANN0833_leafbottom,ANN0833_leaftop,ANN0833_plantside,ANN0833_planttop,nan,ANN0833_seed,ANN0833_leafstrip
ANN0834,ANN0834_flower,nan,nan,ANN0834_plantside,ANN0834_planttop,nan,ANN0834_seed,nan
ANN0835,ANN0835_flower,ANN0835_leafbottom,ANN0835_leaftop,ANN0835_plantside,ANN0835_planttop,ANN0835_primarybranch,ANN0835_seed,ANN0835_leafstrip
ANN0836,ANN0836_flower,ANN0836_leafbottom,ANN0836_leaftop,ANN0836_plantside,ANN0836_planttop,ANN0836_primarybranch,ANN0836_seed,ANN0836_leafstrip
ANN0837,ANN0837_flower,ANN0837_leafbottom,ANN0837_leaftop,ANN0837_plantside,ANN0837_planttop,nan,ANN0837_seed,ANN0837_leafstrip
ANN0838,ANN0838_flower,ANN0838_leafbottom,ANN0838_leaftop,ANN0838_plantside,ANN0838_planttop,nan,nan,ANN0838_leafstrip
ANN0839,ANN0839_flower,ANN0839_leafbottom,ANN0839_leaftop,ANN0839_plantside,ANN0839_planttop,nan,ANN0839_seed,ANN0839_leafstrip
ANN0840,ANN0840_flower,ANN0840_leafbottom,ANN0840_leaftop,ANN0840_plantside,ANN0840_planttop,nan,ANN0840_seed,ANN0840_leafstrip
ANN0841,ANN0841_flower,ANN0841_leafbottom,ANN0841_leaftop,ANN0841_plantside,ANN0841_planttop,ANN0841_primarybranch,ANN0841_seed,ANN0841_leafstrip
ANN0842,ANN0842_flower,ANN0842_leafbottom,ANN0842_leaftop,ANN0842_plantside,ANN0842_planttop,ANN0842_primarybranch,ANN0842_seed,ANN0842_leafstrip
ANN0843,ANN0843_flower,ANN0843_leafbottom,ANN0843_leaftop,ANN0843_plantside,ANN0843_planttop,ANN0843_primarybranch,ANN0843_seed,ANN0843_leafstrip
ANN0844,ANN0844_flower,ANN0844_leafbottom,ANN0844_leaftop,ANN0844_plantside,ANN0844_planttop,ANN0844_primarybranch,ANN0844_seed,ANN0844_leafstrip
ANN0845,ANN0845_flower,ANN0845_leafbottom,ANN0845_leaftop,ANN0845_plantside,ANN0845_planttop,ANN0845_primarybranch,ANN0845_seed,ANN0845_leafstrip
ANN0846,ANN0846_flower,ANN0846_leafbottom,ANN0846_leaftop,ANN0846_plantside,ANN0846_planttop,ANN0846_primarybranch,ANN0846_seed,ANN0846_leafstrip
ANN0847,ANN0847_flower,ANN0847_leafbottom,ANN0847_leaftop,ANN0847_plantside,ANN0847_planttop,ANN0847_primarybranch,ANN0847_seed,ANN0847_leafstrip
ANN0848,ANN0848_flower,ANN0848_leafbottom,ANN0848_leaftop,ANN0848_plantside,ANN0848_planttop,ANN0848_primarybranch,ANN0848_seed,ANN0848_leafstrip
ANN0849,ANN0849_flower,ANN0849_leafbottom,ANN0849_leaftop,ANN0849_plantside,ANN0849_planttop,ANN0849_primarybranch,nan,ANN0849_leafstrip
ANN0850,ANN0850_flower,ANN0850_leafbottom,ANN0850_leaftop,ANN0850_plantside,ANN0850_planttop,ANN0850_primarybranch,nan,ANN0850_leafstrip
ANN0851,ANN0851_flower,ANN0851_leafbottom,ANN0851_leaftop,ANN0851_plantside,ANN0851_planttop,ANN0851_primarybranch,ANN0851_seed,ANN0851_leafstrip
ANN0852,ANN0852_flower,ANN0852_leafbottom,ANN0852_leaftop,ANN0852_plantside,ANN0852_planttop,ANN0852_primarybranch,ANN0852_seed,ANN0852_leafstrip
ANN0853,ANN0853_flower,ANN0853_leafbottom,ANN0853_leaftop,ANN0853_plantside,ANN0853_planttop,ANN0853_primarybranch,ANN0853_seed,ANN0853_leafstrip
ANN0854,ANN0854_flower,ANN0854_leafbottom,ANN0854_leaftop,ANN0854_plantside,ANN0854_planttop,ANN0854_primarybranch,ANN0854_seed,ANN0854_leafstrip
ANN0855,ANN0855_flower,ANN0855_leafbottom,ANN0855_leaftop,ANN0855_plantside,ANN0855_planttop,ANN0855_primarybranch,ANN0855_seed,ANN0855_leafstrip
ANN0856,ANN0856_flower,ANN0856_leafbottom,ANN0856_leaftop,ANN0856_plantside,ANN0856_planttop,ANN0856_primarybranch,ANN0856_seed,ANN0856_leafstrip
ANN0857,ANN0857_flower,ANN0857_leafbottom,ANN0857_leaftop,ANN0857_plantside,ANN0857_planttop,nan,ANN0857_seed,ANN0857_leafstrip
ANN0858,ANN0858_flower,ANN0858_leafbottom,ANN0858_leaftop,ANN0858_plantside,ANN0858_planttop,nan,ANN0858_seed,ANN0858_leafstrip
ANN0859,ANN0859_flower,ANN0859_leafbottom,ANN0859_leaftop,ANN0859_plantside,ANN0859_planttop,ANN0859_primarybranch,ANN0859_seed,ANN0859_leafstrip
ANN0860,ANN0860_flower,ANN0860_leafbottom,ANN0860_leaftop,ANN0860_plantside,ANN0860_planttop,ANN0860_primarybranch,ANN0860_seed,ANN0860_leafstrip
ANN0861,ANN0861_flower,nan,nan,ANN0861_plantside,ANN0861_planttop,nan,ANN0861_seed,nan
ANN0862,ANN0862_flower,ANN0862_leafbottom,ANN0862_leaftop,ANN0862_plantside,ANN0862_planttop,ANN0862_primarybranch,ANN0862_seed,ANN0862_leafstrip
ANN0863,ANN0863_flower,ANN0863_leafbottom,ANN0863_leaftop,ANN0863_plantside,ANN0863_planttop,ANN0863_primarybranch,ANN0863_seed,ANN0863_leafstrip
ANN0864,ANN0864_flower,ANN0864_leafbottom,ANN0864_leaftop,ANN0864_plantside,ANN0864_planttop,ANN0864_primarybranch,ANN0864_seed,ANN0864_leafstrip
ANN0865,ANN0865_flower,ANN0865_leafbottom,ANN0865_leaftop,ANN0865_plantside,ANN0865_planttop,ANN0865_primarybranch,ANN0865_seed,ANN0865_leafstrip
ANN0866,ANN0866_flower,ANN0866_leafbottom,ANN0866_leaftop,ANN0866_plantside,ANN0866_planttop,ANN0866_primarybranch,ANN0866_seed,ANN0866_leafstrip
ANN0867,ANN0867_flower,ANN0867_leafbottom,ANN0867_leaftop,ANN0867_plantside,ANN0867_planttop,ANN0867_primarybranch,ANN0867_seed,ANN0867_leafstrip
ANN0868,ANN0868_flower,ANN0868_leafbottom,ANN0868_leaftop,ANN0868_plantside,ANN0868_planttop,ANN0868_primarybranch,ANN0868_seed,ANN0868_leafstrip
ANN0869,ANN0869_flower,ANN0869_leafbottom,ANN0869_leaftop,ANN0869_plantside,ANN0869_planttop,ANN0869_primarybranch,ANN0869_seed,ANN0869_leafstrip
ANN0870,ANN0870_flower,ANN0870_leafbottom,ANN0870_leaftop,ANN0870_plantside,ANN0870_planttop,ANN0870_primarybranch,ANN0870_seed,ANN0870_leafstrip
ANN0871,ANN0871_flower,ANN0871_leafbottom,ANN0871_leaftop,ANN0871_plantside,ANN0871_planttop,ANN0871_primarybranch,ANN0871_seed,ANN0871_leafstrip
ANN0872,ANN0872_flower,ANN0872_leafbottom,ANN0872_leaftop,ANN0872_plantside,ANN0872_planttop,ANN0872_primarybranch,nan,ANN0872_leafstrip
ANN0873,ANN0873_flower,ANN0873_leafbottom,ANN0873_leaftop,ANN0873_plantside,ANN0873_planttop,nan,ANN0873_seed,ANN0873_leafstrip
ANN0874,ANN0874_flower,ANN0874_leafbottom,ANN0874_leaftop,ANN0874_plantside,ANN0874_planttop,ANN0874_primarybranch,ANN0874_seed,ANN0874_leafstrip
ANN0875,ANN0875_flower,ANN0875_leafbottom,ANN0875_leaftop,ANN0875_plantside,ANN0875_planttop,nan,nan,ANN0875_leafstrip
ANN0876,ANN0876_flower,ANN0876_leafbottom,ANN0876_leaftop,ANN0876_plantside,ANN0876_planttop,nan,ANN0876_seed,ANN0876_leafstrip
ANN0877,ANN0877_flower,ANN0877_leafbottom,ANN0877_leaftop,ANN0877_plantside,ANN0877_planttop,nan,ANN0877_seed,ANN0877_leafstrip
ANN0878,ANN0878_flower,ANN0878_leafbottom,ANN0878_leaftop,ANN0878_plantside,ANN0878_planttop,nan,ANN0878_seed,ANN0878_leafstrip
ANN0879,ANN0879_flower,ANN0879_leafbottom,ANN0879_leaftop,ANN0879_plantside,ANN0879_planttop,nan,ANN0879_seed,ANN0879_leafstrip
ANN0880,ANN0880_flower,ANN0880_leafbottom,ANN0880_leaftop,ANN0880_plantside,ANN0880_planttop,ANN0880_primarybranch,ANN0880_seed,ANN0880_leafstrip
ANN0881,ANN0881_flower,ANN0881_leafbottom,ANN0881_leaftop,ANN0881_plantside,ANN0881_planttop,ANN0881_primarybranch,ANN0881_seed,ANN0881_leafstrip
ANN0882,ANN0882_flower,ANN0882_leafbottom,ANN0882_leaftop,ANN0882_plantside,ANN0882_planttop,ANN0882_primarybranch,ANN0882_seed,ANN0882_leafstrip
ANN0883,ANN0883_flower,ANN0883_leafbottom,ANN0883_leaftop,ANN0883_plantside,ANN0883_planttop,ANN0883_primarybranch,ANN0883_seed,ANN0883_leafstrip
ANN0884,ANN0884_flower,ANN0884_leafbottom,ANN0884_leaftop,ANN0884_plantside,ANN0884_planttop,ANN0884_primarybranch,ANN0884_seed,ANN0884_leafstrip
ANN0885,ANN0885_flower,ANN0885_leafbottom,ANN0885_leaftop,ANN0885_plantside,ANN0885_planttop,ANN0885_primarybranch,ANN0885_seed,ANN0885_leafstrip
ANN0886,ANN0886_flower,ANN0886_leafbottom,ANN0886_leaftop,ANN0886_plantside,ANN0886_planttop,ANN0886_primarybranch,ANN0886_seed,ANN0886_leafstrip
ANN0887,ANN0887_flower,ANN0887_leafbottom,ANN0887_leaftop,ANN0887_plantside,ANN0887_planttop,nan,ANN0887_seed,ANN0887_leafstrip
ANN0888,ANN0888_flower,ANN0888_leafbottom,ANN0888_leaftop,ANN0888_plantside,ANN0888_planttop,nan,ANN0888_seed,ANN0888_leafstrip
ANN0889,ANN0889_flower,ANN0889_leafbottom,ANN0889_leaftop,ANN0889_plantside,ANN0889_planttop,ANN0889_primarybranch,ANN0889_seed,ANN0889_leafstrip
ANN0890,ANN0890_flower,ANN0890_leafbottom,ANN0890_leaftop,ANN0890_plantside,ANN0890_planttop,ANN0890_primarybranch,nan,ANN0890_leafstrip
ANN0891,ANN0891_flower,ANN0891_leafbottom,ANN0891_leaftop,ANN0891_plantside,ANN0891_planttop,nan,ANN0891_seed,ANN0891_leafstrip
ANN0892,ANN0892_flower,ANN0892_leafbottom,ANN0892_leaftop,ANN0892_plantside,ANN0892_planttop,nan,ANN0892_seed,ANN0892_leafstrip
ANN0893,ANN0893_flower,ANN0893_leafbottom,ANN0893_leaftop,ANN0893_plantside,ANN0893_planttop,nan,ANN0893_seed,ANN0893_leafstrip
ANN0894,ANN0894_flower,ANN0894_leafbottom,ANN0894_leaftop,ANN0894_plantside,ANN0894_planttop,ANN0894_primarybranch,ANN0894_seed,ANN0894_leafstrip
ANN0895,ANN0895_flower,ANN0895_leafbottom,ANN0895_leaftop,ANN0895_plantside,ANN0895_planttop,nan,nan,ANN0895_leafstrip
ANN0896,ANN0896_flower,ANN0896_leafbottom,ANN0896_leaftop,ANN0896_plantside,ANN0896_planttop,nan,nan,ANN0896_leafstrip
ANN0897,ANN0897_flower,ANN0897_leafbottom,ANN0897_leaftop,ANN0897_plantside,ANN0897_planttop,ANN0897_primarybranch,ANN0897_seed,ANN0897_leafstrip
ANN0898,ANN0898_flower,ANN0898_leafbottom,ANN0898_leaftop,ANN0898_plantside,ANN0898_planttop,ANN0898_primarybranch,ANN0898_seed,ANN0898_leafstrip
ANN0899,ANN0899_flower,ANN0899_leafbottom,ANN0899_leaftop,ANN0899_plantside,ANN0899_planttop,ANN0899_primarybranch,nan,ANN0899_leafstrip
ANN0900,ANN0900_flower,ANN0900_leafbottom,ANN0900_leaftop,ANN0900_plantside,ANN0900_planttop,nan,nan,ANN0900_leafstrip
ANN0901,ANN0901_flower,ANN0901_leafbottom,ANN0901_leaftop,ANN0901_plantside,ANN0901_planttop,ANN0901_primarybranch,ANN0901_seed,ANN0901_leafstrip
ANN0902,ANN0902_flower,ANN0902_leafbottom,ANN0902_leaftop,ANN0902_plantside,ANN0902_planttop,ANN0902_primarybranch,ANN0902_seed,ANN0902_leafstrip
ANN0903,ANN0903_flower,ANN0903_leafbottom,ANN0903_leaftop,ANN0903_plantside,ANN0903_planttop,ANN0903_primarybranch,ANN0903_seed,ANN0903_leafstrip
ANN0904,ANN0904_flower,ANN0904_leafbottom,ANN0904_leaftop,ANN0904_plantside,ANN0904_planttop,ANN0904_primarybranch,nan,ANN0904_leafstrip
ANN0905,ANN0905_flower,ANN0905_leafbottom,ANN0905_leaftop,ANN0905_plantside,ANN0905_planttop,ANN0905_primarybranch,nan,ANN0905_leafstrip
ANN0906,ANN0906_flower,ANN0906_leafbottom,ANN0906_leaftop,ANN0906_plantside,ANN0906_planttop,ANN0906_primarybranch,nan,ANN0906_leafstrip
ANN0907,ANN0907_flower,ANN0907_leafbottom,ANN0907_leaftop,ANN0907_plantside,ANN0907_planttop,ANN0907_primarybranch,ANN0907_seed,ANN0907_leafstrip
ANN0908,ANN0908_flower,ANN0908_leafbottom,ANN0908_leaftop,ANN0908_plantside,ANN0908_planttop,ANN0908_primarybranch,ANN0908_seed,ANN0908_leafstrip
ANN0909,ANN0909_flower,ANN0909_leafbottom,ANN0909_leaftop,ANN0909_plantside,ANN0909_planttop,ANN0909_primarybranch,nan,ANN0909_leafstrip
ANN0910,ANN0910_flower,ANN0910_leafbottom,ANN0910_leaftop,ANN0910_plantside,ANN0910_planttop,ANN0910_primarybranch,nan,ANN0910_leafstrip
ANN0911,ANN0911_flower,ANN0911_leafbottom,ANN0911_leaftop,ANN0911_plantside,ANN0911_planttop,ANN0911_primarybranch,ANN0911_seed,ANN0911_leafstrip
ANN0912,ANN0912_flower,ANN0912_leafbottom,ANN0912_leaftop,ANN0912_plantside,ANN0912_planttop,ANN0912_primarybranch,ANN0912_seed,ANN0912_leafstrip
ANN0913,ANN0913_flower,ANN0913_leafbottom,ANN0913_leaftop,ANN0913_plantside,ANN0913_planttop,ANN0913_primarybranch,ANN0913_seed,ANN0913_leafstrip
ANN0914,ANN0914_flower,ANN0914_leafbottom,ANN0914_leaftop,ANN0914_plantside,ANN0914_planttop,ANN0914_primarybranch,ANN0914_seed,ANN0914_leafstrip
ANN0915,ANN0915_flower,ANN0915_leafbottom,ANN0915_leaftop,ANN0915_plantside,ANN0915_planttop,nan,nan,ANN0915_leafstrip
ANN0916,ANN0916_flower,ANN0916_leafbottom,ANN0916_leaftop,ANN0916_plantside,ANN0916_planttop,nan,nan,ANN0916_leafstrip
ANN0917,ANN0917_flower,ANN0917_leafbottom,ANN0917_leaftop,ANN0917_plantside,ANN0917_planttop,nan,nan,ANN0917_leafstrip
ANN0918,ANN0918_flower,ANN0918_leafbottom,ANN0918_leaftop,ANN0918_plantside,ANN0918_planttop,ANN0918_primarybranch,nan,ANN0918_leafstrip
ANN0919,ANN0919_flower,ANN0919_leafbottom,ANN0919_leaftop,ANN0919_plantside,ANN0919_planttop,nan,ANN0919_seed,ANN0919_leafstrip
ANN0920,ANN0920_flower,ANN0920_leafbottom,ANN0920_leaftop,ANN0920_plantside,ANN0920_planttop,nan,ANN0920_seed,ANN0920_leafstrip
ANN0921,ANN0921_flower,ANN0921_leafbottom,ANN0921_leaftop,ANN0921_plantside,ANN0921_planttop,ANN0921_primarybranch,ANN0921_seed,ANN0921_leafstrip
ANN0922,ANN0922_flower,ANN0922_leafbottom,ANN0922_leaftop,ANN0922_plantside,ANN0922_planttop,ANN0922_primarybranch,ANN0922_seed,ANN0922_leafstrip
ANN0923,ANN0923_flower,ANN0923_leafbottom,ANN0923_leaftop,ANN0923_plantside,ANN0923_planttop,ANN0923_primarybranch,ANN0923_seed,ANN0923_leafstrip
ANN0924,ANN0924_flower,ANN0924_leafbottom,ANN0924_leaftop,ANN0924_plantside,ANN0924_planttop,ANN0924_primarybranch,ANN0924_seed,ANN0924_leafstrip
ANN0925,ANN0925_flower,ANN0925_leafbottom,ANN0925_leaftop,ANN0925_plantside,ANN0925_planttop,ANN0925_primarybranch,nan,ANN0925_leafstrip
ANN0926,nan,ANN0926_leafbottom,ANN0926_leaftop,ANN0926_plantside,ANN0926_planttop,ANN0926_primarybranch,nan,ANN0926_leafstrip
ANN0927,ANN0927_flower,ANN0927_leafbottom,ANN0927_leaftop,ANN0927_plantside,ANN0927_planttop,ANN0927_primarybranch,ANN0927_seed,ANN0927_leafstrip
ANN0928,ANN0928_flower,ANN0928_leafbottom,ANN0928_leaftop,ANN0928_plantside,ANN0928_planttop,ANN0928_primarybranch,nan,ANN0928_leafstrip
ANN0929,ANN0929_flower,ANN0929_leafbottom,ANN0929_leaftop,ANN0929_plantside,ANN0929_planttop,ANN0929_primarybranch,ANN0929_seed,ANN0929_leafstrip
ANN0930,ANN0930_flower,ANN0930_leafbottom,ANN0930_leaftop,ANN0930_plantside,ANN0930_planttop,ANN0930_primarybranch,nan,ANN0930_leafstrip
ANN0931,ANN0931_flower,ANN0931_leafbottom,ANN0931_leaftop,ANN0931_plantside,ANN0931_planttop,ANN0931_primarybranch,ANN0931_seed,ANN0931_leafstrip
ANN0932,ANN0932_flower,ANN0932_leafbottom,ANN0932_leaftop,nan,ANN0932_planttop,ANN0932_primarybranch,ANN0932_seed,ANN0932_leafstrip
ANN0933,ANN0933_flower,ANN0933_leafbottom,ANN0933_leaftop,ANN0933_plantside,ANN0933_planttop,ANN0933_primarybranch,ANN0933_seed,ANN0933_leafstrip
ANN0934,ANN0934_flower,ANN0934_leafbottom,ANN0934_leaftop,ANN0934_plantside,ANN0934_planttop,ANN0934_primarybranch,ANN0934_seed,ANN0934_leafstrip
ANN0935,ANN0935_flower,ANN0935_leafbottom,ANN0935_leaftop,ANN0935_plantside,ANN0935_planttop,ANN0935_primarybranch,nan,ANN0935_leafstrip
ANN0936,ANN0936_flower,ANN0936_leafbottom,ANN0936_leaftop,ANN0936_plantside,ANN0936_planttop,ANN0936_primarybranch,nan,ANN0936_leafstrip
ANN0937,ANN0937_flower,ANN0937_leafbottom,ANN0937_leaftop,ANN0937_plantside,ANN0937_planttop,ANN0937_primarybranch,nan,ANN0937_leafstrip
ANN0938,ANN0938_flower,ANN0938_leafbottom,ANN0938_leaftop,ANN0938_plantside,ANN0938_planttop,ANN0938_primarybranch,nan,ANN0938_leafstrip
ANN0939,ANN0939_flower,ANN0939_leafbottom,ANN0939_leaftop,ANN0939_plantside,ANN0939_planttop,ANN0939_primarybranch,ANN0939_seed,ANN0939_leafstrip
ANN0940,ANN0940_flower,ANN0940_leafbottom,ANN0940_leaftop,ANN0940_plantside,ANN0940_planttop,ANN0940_primarybranch,ANN0940_seed,ANN0940_leafstrip
ANN0941,ANN0941_flower,ANN0941_leafbottom,ANN0941_leaftop,ANN0941_plantside,ANN0941_planttop,ANN0941_primarybranch,nan,ANN0941_leafstrip
ANN0942,nan,nan,nan,nan,ANN0942_planttop,nan,nan,nan
ANN0943,ANN0943_flower,ANN0943_leafbottom,ANN0943_leaftop,ANN0943_plantside,ANN0943_planttop,ANN0943_primarybranch,ANN0943_seed,ANN0943_leafstrip
ANN0944,ANN0944_flower,ANN0944_leafbottom,ANN0944_leaftop,ANN0944_plantside,ANN0944_planttop,ANN0944_primarybranch,ANN0944_seed,ANN0944_leafstrip
ANN0945,ANN0945_flower,ANN0945_leafbottom,ANN0945_leaftop,ANN0945_plantside,ANN0945_planttop,ANN0945_primarybranch,ANN0945_seed,ANN0945_leafstrip
ANN0946,ANN0946_flower,ANN0946_leafbottom,ANN0946_leaftop,ANN0946_plantside,ANN0946_planttop,ANN0946_primarybranch,nan,ANN0946_leafstrip
ANN0947,ANN0947_flower,ANN0947_leafbottom,ANN0947_leaftop,ANN0947_plantside,ANN0947_planttop,nan,ANN0947_seed,ANN0947_leafstrip
ANN0948,ANN0948_flower,ANN0948_leafbottom,ANN0948_leaftop,ANN0948_plantside,ANN0948_planttop,nan,ANN0948_seed,ANN0948_leafstrip
ANN0949,ANN0949_flower,ANN0949_leafbottom,ANN0949_leaftop,ANN0949_plantside,ANN0949_planttop,ANN0949_primarybranch,ANN0949_seed,ANN0949_leafstrip
ANN0950,ANN0950_flower,ANN0950_leafbottom,ANN0950_leaftop,ANN0950_plantside,ANN0950_planttop,ANN0950_primarybranch,ANN0950_seed,ANN0950_leafstrip
ANN0951,ANN0951_flower,ANN0951_leafbottom,ANN0951_leaftop,ANN0951_plantside,ANN0951_planttop,ANN0951_primarybranch,ANN0951_seed,ANN0951_leafstrip
ANN0952,ANN0952_flower,ANN0952_leafbottom,ANN0952_leaftop,ANN0952_plantside,ANN0952_planttop,ANN0952_primarybranch,ANN0952_seed,ANN0952_leafstrip
ANN0953,ANN0953_flower,ANN0953_leafbottom,ANN0953_leaftop,ANN0953_plantside,ANN0953_planttop,ANN0953_primarybranch,ANN0953_seed,ANN0953_leafstrip
ANN0954,ANN0954_flower,ANN0954_leafbottom,ANN0954_leaftop,ANN0954_plantside,ANN0954_planttop,ANN0954_primarybranch,ANN0954_seed,ANN0954_leafstrip
ANN0955,ANN0955_flower,ANN0955_leafbottom,ANN0955_leaftop,ANN0955_plantside,ANN0955_planttop,nan,ANN0955_seed,ANN0955_leafstrip
ANN0956,ANN0956_flower,ANN0956_leafbottom,ANN0956_leaftop,ANN0956_plantside,ANN0956_planttop,ANN0956_primarybranch,ANN0956_seed,ANN0956_leafstrip
ANN0957,ANN0957_flower,ANN0957_leafbottom,ANN0957_leaftop,ANN0957_plantside,ANN0957_planttop,ANN0957_primarybranch,ANN0957_seed,ANN0957_leafstrip
ANN0958,ANN0958_flower,ANN0958_leafbottom,ANN0958_leaftop,ANN0958_plantside,ANN0958_planttop,nan,ANN0958_seed,ANN0958_leafstrip
ANN0959,ANN0959_flower,ANN0959_leafbottom,ANN0959_leaftop,ANN0959_plantside,ANN0959_planttop,ANN0959_primarybranch,ANN0959_seed,ANN0959_leafstrip
ANN0960,ANN0960_flower,ANN0960_leafbottom,ANN0960_leaftop,ANN0960_plantside,ANN0960_planttop,ANN0960_primarybranch,ANN0960_seed,ANN0960_leafstrip
ANN0961,ANN0961_flower,ANN0961_leafbottom,ANN0961_leaftop,ANN0961_plantside,ANN0961_planttop,ANN0961_primarybranch,ANN0961_seed,ANN0961_leafstrip
ANN0962,ANN0962_flower,ANN0962_leafbottom,ANN0962_leaftop,ANN0962_plantside,ANN0962_planttop,ANN0962_primarybranch,ANN0962_seed,ANN0962_leafstrip
ANN0963,ANN0963_flower,ANN0963_leafbottom,ANN0963_leaftop,ANN0963_plantside,ANN0963_planttop,ANN0963_primarybranch,nan,ANN0963_leafstrip
ANN0964,ANN0964_flower,ANN0964_leafbottom,ANN0964_leaftop,ANN0964_plantside,ANN0964_planttop,ANN0964_primarybranch,nan,ANN0964_leafstrip
ANN0965,ANN0965_flower,nan,ANN0965_leaftop,ANN0965_plantside,ANN0965_planttop,ANN0965_primarybranch,nan,ANN0965_leafstrip
ANN0966,ANN0966_flower,ANN0966_leafbottom,ANN0966_leaftop,ANN0966_plantside,ANN0966_planttop,nan,nan,ANN0966_leafstrip
ANN0967,ANN0967_flower,ANN0967_leafbottom,ANN0967_leaftop,ANN0967_plantside,ANN0967_planttop,ANN0967_primarybranch,ANN0967_seed,ANN0967_leafstrip
ANN0968,ANN0968_flower,ANN0968_leafbottom,ANN0968_leaftop,ANN0968_plantside,ANN0968_planttop,ANN0968_primarybranch,ANN0968_seed,ANN0968_leafstrip
ANN0969,ANN0969_flower,ANN0969_leafbottom,ANN0969_leaftop,ANN0969_plantside,ANN0969_planttop,ANN0969_primarybranch,ANN0969_seed,ANN0969_leafstrip
ANN0970,ANN0970_flower,ANN0970_leafbottom,ANN0970_leaftop,ANN0970_plantside,ANN0970_planttop,ANN0970_primarybranch,ANN0970_seed,ANN0970_leafstrip
ANN0971,ANN0971_flower,ANN0971_leafbottom,ANN0971_leaftop,ANN0971_plantside,ANN0971_planttop,ANN0971_primarybranch,nan,ANN0971_leafstrip
ANN0972,ANN0972_flower,ANN0972_leafbottom,ANN0972_leaftop,ANN0972_plantside,ANN0972_planttop,ANN0972_primarybranch,ANN0972_seed,ANN0972_leafstrip
ANN0973,ANN0973_flower,ANN0973_leafbottom,ANN0973_leaftop,ANN0973_plantside,ANN0973_planttop,ANN0973_primarybranch,nan,ANN0973_leafstrip
