ID,flower,leafbottom,leaftop,plantside,planttop,primarybranch,seed,leafstrip
ANN0974,nan,nan,nan,ANN0974_plantside,ANN0974_planttop,nan,nan,nan
ANN0975,ANN0975_flower,ANN0975_leafbottom,ANN0975_leaftop,ANN0975_plantside,ANN0975_planttop,ANN0975_primarybranch,ANN0975_seed,ANN0975_leafstrip
ANN0976,ANN0976_flower,ANN0976_leafbottom,ANN0976_leaftop,ANN0976_plantside,ANN0976_planttop,ANN0976_primarybranch,ANN0976_seed,ANN0976_leafstrip
ANN0977,ANN0977_flower,ANN0977_leafbottom,ANN0977_leaftop,ANN0977_plantside,ANN0977_planttop,ANN0977_primarybranch,ANN0977_seed,ANN0977_leafstrip
ANN0978,ANN0978_flower,ANN0978_leafbottom,ANN0978_leaftop,ANN0978_plantside,ANN0978_planttop,ANN0978_primarybranch,ANN0978_seed,ANN0978_leafstrip
ANN0979,ANN0979_flower,ANN0979_leafbottom,ANN0979_leaftop,ANN0979_plantside,ANN0979_planttop,ANN0979_primarybranch,nan,ANN0979_leafstrip
ANN0980,ANN0980_flower,ANN0980_leafbottom,ANN0980_leaftop,ANN0980_plantside,ANN0980_planttop,ANN0980_primarybranch,ANN0980_seed,ANN0980_leafstrip
ANN0981,ANN0981_flower,ANN0981_leafbottom,ANN0981_leaftop,ANN0981_plantside,ANN0981_planttop,ANN0981_primarybranch,ANN0981_seed,ANN0981_leafstrip
ANN0982,ANN0982_flower,ANN0982_leafbottom,ANN0982_leaftop,ANN0982_plantside,ANN0982_planttop,ANN0982_primarybranch,ANN0982_seed,ANN0982_leafstrip
ANN0983,ANN0983_flower,ANN0983_leafbottom,ANN0983_leaftop,ANN0983_plantside,ANN0983_planttop,ANN0983_primarybranch,ANN0983_seed,ANN0983_leafstrip
ANN0984,ANN0984_flower,ANN0984_leafbottom,ANN0984_leaftop,ANN0984_plantside,ANN0984_planttop,ANN0984_primarybranch,ANN0984_seed,ANN0984_leafstrip
ANN0985,ANN0985_flower,ANN0985_leafbottom,ANN0985_leaftop,ANN0985_plantside,ANN0985_planttop,ANN0985_primarybranch,ANN0985_seed,nan
ANN0986,ANN0986_flower,ANN0986_leafbottom,ANN0986_leaftop,ANN0986_plantside,ANN0986_planttop,ANN0986_primarybranch,ANN0986_seed,ANN0986_leafstrip
ANN0987,ANN0987_flower,ANN0987_leafbottom,ANN0987_leaftop,ANN0987_plantside,ANN0987_planttop,ANN0987_primarybranch,ANN0987_seed,ANN0987_leafstrip
ANN0988,ANN0988_flower,ANN0988_leafbottom,ANN0988_leaftop,ANN0988_plantside,ANN0988_planttop,ANN0988_primarybranch,ANN0988_seed,ANN0988_leafstrip
ANN0989,ANN0989_flower,ANN0989_leafbottom,ANN0989_leaftop,ANN0989_plantside,ANN0989_planttop,nan,nan,ANN0989_leafstrip
ANN0990,ANN0990_flower,ANN0990_leafbottom,ANN0990_leaftop,ANN0990_plantside,ANN0990_planttop,ANN0990_primarybranch,nan,ANN0990_leafstrip
ANN0991,ANN0991_flower,ANN0991_leafbottom,ANN0991_leaftop,ANN0991_plantside,ANN0991_planttop,ANN0991_primarybranch,ANN0991_seed,ANN0991_leafstrip
ANN0992,ANN0992_flower,ANN0992_leafbottom,ANN0992_leaftop,ANN0992_plantside,ANN0992_planttop,nan,ANN0992_seed,ANN0992_leafstrip
ANN0993,ANN0993_flower,ANN0993_leafbottom,ANN0993_leaftop,ANN0993_plantside,ANN0993_planttop,ANN0993_primarybranch,nan,ANN0993_leafstrip
ANN0994,ANN0994_flower,ANN0994_leafbottom,ANN0994_leaftop,ANN0994_plantside,ANN0994_planttop,nan,nan,ANN0994_leafstrip
ANN0995,ANN0995_flower,ANN0995_leafbottom,ANN0995_leaftop,ANN0995_plantside,ANN0995_planttop,ANN0995_primarybranch,nan,ANN0995_leafstrip
ANN0996,ANN0996_flower,ANN0996_leafbottom,ANN0996_leaftop,ANN0996_plantside,ANN0996_planttop,ANN0996_primarybranch,ANN0996_seed,ANN0996_leafstrip
ANN0997,ANN0997_flower,ANN0997_leafbottom,ANN0997_leaftop,ANN0997_plantside,ANN0997_planttop,ANN0997_primarybranch,ANN0997_seed,ANN0997_leafstrip
ANN0998,ANN0998_flower,ANN0998_leafbottom,ANN0998_leaftop,ANN0998_plantside,ANN0998_planttop,ANN0998_primarybranch,ANN0998_seed,ANN0998_leafstrip
ANN0999,ANN0999_flower,ANN0999_leafbottom,ANN0999_leaftop,ANN0999_plantside,ANN0999_planttop,ANN0999_primarybranch,ANN0999_seed,ANN0999_leafstrip
ANN1000,ANN1000_flower,ANN1000_leafbottom,ANN1000_leaftop,ANN1000_plantside,ANN1000_planttop,ANN1000_primarybranch,ANN1000_seed,ANN1000_leafstrip
ANN1001,ANN1001_flower,ANN1001_leafbottom,ANN1001_leaftop,ANN1001_plantside,ANN1001_planttop,ANN1001_primarybranch,ANN1001_seed,ANN1001_leafstrip
ANN1002,ANN1002_flower,ANN1002_leafbottom,ANN1002_leaftop,ANN1002_plantside,ANN1002_planttop,ANN1002_primarybranch,ANN1002_seed,ANN1002_leafstrip
ANN1003,ANN1003_flower,ANN1003_leafbottom,ANN1003_leaftop,ANN1003_plantside,ANN1003_planttop,ANN1003_primarybranch,ANN1003_seed,ANN1003_leafstrip
ANN1004,ANN1004_flower,ANN1004_leafbottom,ANN1004_leaftop,ANN1004_plantside,ANN1004_planttop,nan,nan,ANN1004_leafstrip
ANN1005,ANN1005_flower,ANN1005_leafbottom,ANN1005_leaftop,ANN1005_plantside,ANN1005_planttop,ANN1005_primarybranch,nan,ANN1005_leafstrip
ANN1006,ANN1006_flower,ANN1006_leafbottom,ANN1006_leaftop,ANN1006_plantside,ANN1006_planttop,nan,nan,ANN1006_leafstrip
ANN1007,ANN1007_flower,ANN1007_leafbottom,ANN1007_leaftop,ANN1007_plantside,ANN1007_planttop,ANN1007_primarybranch,ANN1007_seed,ANN1007_leafstrip
ANN1008,ANN1008_flower,ANN1008_leafbottom,ANN1008_leaftop,ANN1008_plantside,ANN1008_planttop,ANN1008_primarybranch,ANN1008_seed,ANN1008_leafstrip
ANN1009,ANN1009_flower,ANN1009_leafbottom,ANN1009_leaftop,ANN1009_plantside,ANN1009_planttop,ANN1009_primarybranch,ANN1009_seed,ANN1009_leafstrip
ANN1010,ANN1010_flower,ANN1010_leafbottom,ANN1010_leaftop,ANN1010_plantside,ANN1010_planttop,ANN1010_primarybranch,nan,ANN1010_leafstrip
ANN1011,ANN1011_flower,ANN1011_leafbottom,ANN1011_leaftop,ANN1011_plantside,ANN1011_planttop,nan,ANN1011_seed,ANN1011_leafstrip
ANN1012,ANN1012_flower,ANN1012_leafbottom,ANN1012_leaftop,ANN1012_plantside,ANN1012_planttop,nan,ANN1012_seed,ANN1012_leafstrip
ANN1013,ANN1013_flower,ANN1013_leafbottom,ANN1013_leaftop,ANN1013_plantside,ANN1013_planttop,ANN1013_primarybranch,ANN1013_seed,ANN1013_leafstrip
ANN1014,ANN1014_flower,ANN1014_leafbottom,ANN1014_leaftop,ANN1014_plantside,ANN1014_planttop,ANN1014_primarybranch,ANN1014_seed,ANN1014_leafstrip
ANN1015,ANN1015_flower,ANN1015_leafbottom,ANN1015_leaftop,ANN1015_plantside,ANN1015_planttop,ANN1015_primarybranch,ANN1015_seed,ANN1015_leafstrip
ANN1016,ANN1016_flower,ANN1016_leafbottom,ANN1016_leaftop,ANN1016_plantside,ANN1016_planttop,ANN1016_primarybranch,ANN1016_seed,ANN1016_leafstrip
ANN1017,ANN1017_flower,ANN1017_leafbottom,ANN1017_leaftop,ANN1017_plantside,ANN1017_planttop,ANN1017_primarybranch,ANN1017_seed,ANN1017_leafstrip
ANN1018,ANN1018_flower,ANN1018_leafbottom,ANN1018_leaftop,ANN1018_plantside,ANN1018_planttop,ANN1018_primarybranch,ANN1018_seed,ANN1018_leafstrip
ANN1019,ANN1019_flower,ANN1019_leafbottom,ANN1019_leaftop,ANN1019_plantside,ANN1019_planttop,ANN1019_primarybranch,ANN1019_seed,ANN1019_leafstrip
ANN1020,ANN1020_flower,ANN1020_leafbottom,ANN1020_leaftop,ANN1020_plantside,ANN1020_planttop,ANN1020_primarybranch,ANN1020_seed,ANN1020_leafstrip
ANN1021,ANN1021_flower,ANN1021_leafbottom,ANN1021_leaftop,ANN1021_plantside,ANN1021_planttop,ANN1021_primarybranch,ANN1021_seed,ANN1021_leafstrip
ANN1022,ANN1022_flower,ANN1022_leafbottom,ANN1022_leaftop,ANN1022_plantside,ANN1022_planttop,ANN1022_primarybranch,ANN1022_seed,ANN1022_leafstrip
ANN1023,ANN1023_flower,ANN1023_leafbottom,ANN1023_leaftop,ANN1023_plantside,ANN1023_planttop,ANN1023_primarybranch,ANN1023_seed,ANN1023_leafstrip
ANN1024,ANN1024_flower,ANN1024_leafbottom,ANN1024_leaftop,ANN1024_plantside,ANN1024_planttop,ANN1024_primarybranch,ANN1024_seed,ANN1024_leafstrip
ANN1025,ANN1025_flower,ANN1025_leafbottom,ANN1025_leaftop,ANN1025_plantside,ANN1025_planttop,ANN1025_primarybranch,ANN1025_seed,ANN1025_leafstrip
ANN1026,ANN1026_flower,ANN1026_leafbottom,ANN1026_leaftop,ANN1026_plantside,ANN1026_planttop,ANN1026_primarybranch,ANN1026_seed,ANN1026_leafstrip
ANN1027,ANN1027_flower,ANN1027_leafbottom,ANN1027_leaftop,ANN1027_plantside,ANN1027_planttop,nan,nan,ANN1027_leafstrip
ANN1028,ANN1028_flower,ANN1028_leafbottom,ANN1028_leaftop,ANN1028_plantside,ANN1028_planttop,ANN1028_primarybranch,nan,ANN1028_leafstrip
ANN1029,ANN1029_flower,ANN1029_leafbottom,ANN1029_leaftop,ANN1029_plantside,ANN1029_planttop,ANN1029_primarybranch,ANN1029_seed,ANN1029_leafstrip
ANN1030,ANN1030_flower,ANN1030_leafbottom,ANN1030_leaftop,ANN1030_plantside,ANN1030_planttop,ANN1030_primarybranch,ANN1030_seed,nan
ANN1031,ANN1031_flower,ANN1031_leafbottom,ANN1031_leaftop,ANN1031_plantside,ANN1031_planttop,ANN1031_primarybranch,ANN1031_seed,ANN1031_leafstrip
ANN1032,ANN1032_flower,ANN1032_leafbottom,ANN1032_leaftop,ANN1032_plantside,ANN1032_planttop,ANN1032_primarybranch,ANN1032_seed,ANN1032_leafstrip
ANN1033,ANN1033_flower,ANN1033_leafbottom,ANN1033_leaftop,ANN1033_plantside,ANN1033_planttop,ANN1033_primarybranch,ANN1033_seed,ANN1033_leafstrip
ANN1034,ANN1034_flower,ANN1034_leafbottom,ANN1034_leaftop,ANN1034_plantside,ANN1034_planttop,ANN1034_primarybranch,ANN1034_seed,ANN1034_leafstrip
ANN1035,ANN1035_flower,ANN1035_leafbottom,ANN1035_leaftop,ANN1035_plantside,ANN1035_planttop,nan,ANN1035_seed,nan
ANN1036,ANN1036_flower,ANN1036_leafbottom,ANN1036_leaftop,ANN1036_plantside,ANN1036_planttop,ANN1036_primarybranch,ANN1036_seed,ANN1036_leafstrip
ANN1037,ANN1037_flower,ANN1037_leafbottom,ANN1037_leaftop,ANN1037_plantside,ANN1037_planttop,ANN1037_primarybranch,ANN1037_seed,ANN1037_leafstrip
ANN1038,ANN1038_flower,ANN1038_leafbottom,ANN1038_leaftop,ANN1038_plantside,ANN1038_planttop,ANN1038_primarybranch,ANN1038_seed,ANN1038_leafstrip
ANN1039,ANN1039_flower,ANN1039_leafbottom,ANN1039_leaftop,ANN1039_plantside,ANN1039_planttop,ANN1039_primarybranch,ANN1039_seed,ANN1039_leafstrip
ANN1040,ANN1040_flower,ANN1040_leafbottom,ANN1040_leaftop,ANN1040_plantside,ANN1040_planttop,ANN1040_primarybranch,ANN1040_seed,ANN1040_leafstrip
ANN1041,ANN1041_flower,ANN1041_leafbottom,ANN1041_leaftop,ANN1041_plantside,ANN1041_planttop,ANN1041_primarybranch,nan,ANN1041_leafstrip
ANN1042,ANN1042_flower,ANN1042_leafbottom,ANN1042_leaftop,ANN1042_plantside,ANN1042_planttop,ANN1042_primarybranch,nan,ANN1042_leafstrip
ANN1043,ANN1043_flower,ANN1043_leafbottom,ANN1043_leaftop,ANN1043_plantside,ANN1043_planttop,ANN1043_primarybranch,nan,ANN1043_leafstrip
ANN1044,ANN1044_flower,ANN1044_leafbottom,ANN1044_leaftop,ANN1044_plantside,ANN1044_planttop,ANN1044_primarybranch,nan,ANN1044_leafstrip
ANN1045,ANN1045_flower,ANN1045_leafbottom,ANN1045_leaftop,ANN1045_plantside,ANN1045_planttop,nan,ANN1045_seed,ANN1045_leafstrip
ANN1046,ANN1046_flower,ANN1046_leafbottom,ANN1046_leaftop,ANN1046_plantside,ANN1046_planttop,nan,ANN1046_seed,ANN1046_leafstrip
ANN1047,ANN1047_flower,ANN1047_leafbottom,ANN1047_leaftop,ANN1047_plantside,ANN1047_planttop,ANN1047_primarybranch,nan,ANN1047_leafstrip
ANN1048,ANN1048_flower,ANN1048_leafbottom,ANN1048_leaftop,ANN1048_plantside,ANN1048_planttop,ANN1048_primarybranch,nan,ANN1048_leafstrip
ANN1049,ANN1049_flower,ANN1049_leafbottom,ANN1049_leaftop,ANN1049_plantside,ANN1049_planttop,ANN1049_primarybranch,nan,ANN1049_leafstrip
ANN1050,nan,nan,nan,ANN1050_plantside,ANN1050_planttop,nan,nan,nan
ANN1051,ANN1051_flower,ANN1051_leafbottom,ANN1051_leaftop,ANN1051_plantside,ANN1051_planttop,ANN1051_primarybranch,ANN1051_seed,ANN1051_leafstrip
ANN1052,ANN1052_flower,ANN1052_leafbottom,ANN1052_leaftop,ANN1052_plantside,ANN1052_planttop,ANN1052_primarybranch,nan,nan
ANN1053,nan,ANN1053_leafbottom,ANN1053_leaftop,ANN1053_plantside,ANN1053_planttop,ANN1053_primarybranch,nan,ANN1053_leafstrip
ANN1054,ANN1054_flower,ANN1054_leafbottom,ANN1054_leaftop,ANN1054_plantside,ANN1054_planttop,ANN1054_primarybranch,nan,ANN1054_leafstrip
ANN1055,ANN1055_flower,ANN1055_leafbottom,ANN1055_leaftop,ANN1055_plantside,ANN1055_planttop,ANN1055_primarybranch,nan,ANN1055_leafstrip
ANN1056,ANN1056_flower,ANN1056_leafbottom,ANN1056_leaftop,ANN1056_plantside,ANN1056_planttop,ANN1056_primarybranch,nan,ANN1056_leafstrip
ANN1057,ANN1057_flower,ANN1057_leafbottom,ANN1057_leaftop,ANN1057_plantside,ANN1057_planttop,ANN1057_primarybranch,nan,ANN1057_leafstrip
ANN1058,ANN1058_flower,ANN1058_leafbottom,ANN1058_leaftop,ANN1058_plantside,ANN1058_planttop,ANN1058_primarybranch,nan,ANN1058_leafstrip
ANN1059,ANN1059_flower,ANN1059_leafbottom,ANN1059_leaftop,ANN1059_plantside,ANN1059_planttop,ANN1059_primarybranch,nan,ANN1059_leafstrip
ANN1060,ANN1060_flower,ANN1060_leafbottom,ANN1060_leaftop,ANN1060_plantside,ANN1060_planttop,ANN1060_primarybranch,nan,ANN1060_leafstrip
ANN1061,ANN1061_flower,ANN1061_leafbottom,ANN1061_leaftop,ANN1061_plantside,ANN1061_planttop,ANN1061_primarybranch,ANN1061_seed,ANN1061_leafstrip
ANN1062,ANN1062_flower,ANN1062_leafbottom,ANN1062_leaftop,ANN1062_plantside,ANN1062_planttop,ANN1062_primarybranch,ANN1062_seed,ANN1062_leafstrip
ANN1063,ANN1063_flower,ANN1063_leafbottom,ANN1063_leaftop,ANN1063_plantside,ANN1063_planttop,ANN1063_primarybranch,nan,ANN1063_leafstrip
ANN1064,ANN1064_flower,ANN1064_leafbottom,ANN1064_leaftop,ANN1064_plantside,ANN1064_planttop,ANN1064_primarybranch,nan,ANN1064_leafstrip
ANN1065,ANN1065_flower,ANN1065_leafbottom,ANN1065_leaftop,ANN1065_plantside,ANN1065_planttop,nan,nan,ANN1065_leafstrip
ANN1066,nan,ANN1066_leafbottom,ANN1066_leaftop,ANN1066_plantside,ANN1066_planttop,nan,nan,ANN1066_leafstrip
ANN1067,nan,ANN1067_leafbottom,ANN1067_leaftop,ANN1067_plantside,ANN1067_planttop,nan,nan,ANN1067_leafstrip
ANN1068,ANN1068_flower,ANN1068_leafbottom,ANN1068_leaftop,ANN1068_plantside,ANN1068_planttop,ANN1068_primarybranch,ANN1068_seed,ANN1068_leafstrip
ANN1069,ANN1069_flower,ANN1069_leafbottom,ANN1069_leaftop,ANN1069_plantside,ANN1069_planttop,ANN1069_primarybranch,ANN1069_seed,ANN1069_leafstrip
ANN1070,ANN1070_flower,ANN1070_leafbottom,ANN1070_leaftop,ANN1070_plantside,ANN1070_planttop,ANN1070_primarybranch,ANN1070_seed,ANN1070_leafstrip
ANN1071,ANN1071_flower,ANN1071_leafbottom,ANN1071_leaftop,ANN1071_plantside,ANN1071_planttop,nan,ANN1071_seed,ANN1071_leafstrip
ANN1072,ANN1072_flower,ANN1072_leafbottom,ANN1072_leaftop,ANN1072_plantside,ANN1072_planttop,nan,ANN1072_seed,ANN1072_leafstrip
ANN1073,ANN1073_flower,ANN1073_leafbottom,ANN1073_leaftop,ANN1073_plantside,ANN1073_planttop,ANN1073_primarybranch,ANN1073_seed,ANN1073_leafstrip
ANN1074,ANN1074_flower,ANN1074_leafbottom,ANN1074_leaftop,ANN1074_plantside,ANN1074_planttop,ANN1074_primarybranch,ANN1074_seed,ANN1074_leafstrip
ANN1075,ANN1075_flower,ANN1075_leafbottom,ANN1075_leaftop,ANN1075_plantside,ANN1075_planttop,ANN1075_primarybranch,ANN1075_seed,ANN1075_leafstrip
ANN1076,ANN1076_flower,ANN1076_leafbottom,ANN1076_leaftop,ANN1076_plantside,ANN1076_planttop,ANN1076_primarybranch,ANN1076_seed,ANN1076_leafstrip
ANN1077,ANN1077_flower,ANN1077_leafbottom,ANN1077_leaftop,ANN1077_plantside,ANN1077_planttop,nan,ANN1077_seed,ANN1077_leafstrip
ANN1078,ANN1078_flower,ANN1078_leafbottom,ANN1078_leaftop,ANN1078_plantside,ANN1078_planttop,nan,ANN1078_seed,ANN1078_leafstrip
ANN1079,ANN1079_flower,ANN1079_leafbottom,ANN1079_leaftop,ANN1079_plantside,ANN1079_planttop,ANN1079_primarybranch,ANN1079_seed,ANN1079_leafstrip
ANN1080,ANN1080_flower,ANN1080_leafbottom,ANN1080_leaftop,ANN1080_plantside,ANN1080_planttop,ANN1080_primarybranch,ANN1080_seed,ANN1080_leafstrip
ANN1081,ANN1081_flower,ANN1081_leafbottom,ANN1081_leaftop,ANN1081_plantside,ANN1081_planttop,ANN1081_primarybranch,nan,ANN1081_leafstrip
ANN1082,ANN1082_flower,ANN1082_leafbottom,ANN1082_leaftop,ANN1082_plantside,ANN1082_planttop,ANN1082_primarybranch,ANN1082_seed,ANN1082_leafstrip
ANN1083,ANN1083_flower,ANN1083_leafbottom,ANN1083_leaftop,ANN1083_plantside,ANN1083_planttop,ANN1083_primarybranch,nan,ANN1083_leafstrip
ANN1084,ANN1084_flower,ANN1084_leafbottom,ANN1084_leaftop,ANN1084_plantside,ANN1084_planttop,ANN1084_primarybranch,ANN1084_seed,ANN1084_leafstrip
ANN1085,ANN1085_flower,ANN1085_leafbottom,ANN1085_leaftop,ANN1085_plantside,ANN1085_planttop,ANN1085_primarybranch,ANN1085_seed,ANN1085_leafstrip
ANN1086,ANN1086_flower,ANN1086_leafbottom,ANN1086_leaftop,ANN1086_plantside,ANN1086_planttop,ANN1086_primarybranch,ANN1086_seed,ANN1086_leafstrip
ANN1087,ANN1087_flower,ANN1087_leafbottom,ANN1087_leaftop,ANN1087_plantside,ANN1087_planttop,ANN1087_primarybranch,nan,ANN1087_leafstrip
ANN1088,ANN1088_flower,ANN1088_leafbottom,ANN1088_leaftop,ANN1088_plantside,ANN1088_planttop,ANN1088_primarybranch,nan,ANN1088_leafstrip
ANN1089,ANN1089_flower,ANN1089_leafbottom,ANN1089_leaftop,ANN1089_plantside,ANN1089_planttop,ANN1089_primarybranch,ANN1089_seed,ANN1089_leafstrip
ANN1090,ANN1090_flower,ANN1090_leafbottom,ANN1090_leaftop,ANN1090_plantside,ANN1090_planttop,ANN1090_primarybranch,ANN1090_seed,ANN1090_leafstrip
ANN1091,ANN1091_flower,ANN1091_leafbottom,ANN1091_leaftop,ANN1091_plantside,ANN1091_planttop,ANN1091_primarybranch,ANN1091_seed,ANN1091_leafstrip
ANN1092,ANN1092_flower,ANN1092_leafbottom,ANN1092_leaftop,ANN1092_plantside,ANN1092_planttop,nan,ANN1092_seed,ANN1092_leafstrip
ANN1093,ANN1093_flower,ANN1093_leafbottom,ANN1093_leaftop,ANN1093_plantside,ANN1093_planttop,ANN1093_primarybranch,ANN1093_seed,ANN1093_leafstrip
ANN1094,ANN1094_flower,ANN1094_leafbottom,ANN1094_leaftop,ANN1094_plantside,ANN1094_planttop,ANN1094_primarybranch,ANN1094_seed,ANN1094_leafstrip
ANN1095,ANN1095_flower,ANN1095_leafbottom,ANN1095_leaftop,ANN1095_plantside,ANN1095_planttop,nan,ANN1095_seed,ANN1095_leafstrip
ANN1096,ANN1096_flower,ANN1096_leafbottom,ANN1096_leaftop,ANN1096_plantside,ANN1096_planttop,nan,ANN1096_seed,ANN1096_leafstrip
ANN1097,ANN1097_flower,ANN1097_leafbottom,ANN1097_leaftop,ANN1097_plantside,ANN1097_planttop,ANN1097_primarybranch,ANN1097_seed,ANN1097_leafstrip
ANN1098,ANN1098_flower,ANN1098_leafbottom,ANN1098_leaftop,ANN1098_plantside,ANN1098_planttop,ANN1098_primarybranch,ANN1098_seed,ANN1098_leafstrip
ANN1099,ANN1099_flower,ANN1099_leafbottom,ANN1099_leaftop,ANN1099_plantside,ANN1099_planttop,ANN1099_primarybranch,nan,ANN1099_leafstrip
ANN1100,ANN1100_flower,ANN1100_leafbottom,ANN1100_leaftop,ANN1100_plantside,ANN1100_planttop,ANN1100_primarybranch,nan,ANN1100_leafstrip
ANN1101,ANN1101_flower,ANN1101_leafbottom,ANN1101_leaftop,ANN1101_plantside,ANN1101_planttop,nan,ANN1101_seed,ANN1101_leafstrip
ANN1102,nan,nan,nan,nan,ANN1102_planttop,nan,nan,nan
ANN1103,ANN1103_flower,ANN1103_leafbottom,ANN1103_leaftop,ANN1103_plantside,ANN1103_planttop,nan,ANN1103_seed,ANN1103_leafstrip
ANN1104,ANN1104_flower,ANN1104_leafbottom,ANN1104_leaftop,ANN1104_plantside,ANN1104_planttop,ANN1104_primarybranch,ANN1104_seed,ANN1104_leafstrip
ANN1105,ANN1105_flower,ANN1105_leafbottom,ANN1105_leaftop,ANN1105_plantside,ANN1105_planttop,ANN1105_primarybranch,ANN1105_seed,ANN1105_leafstrip
ANN1106,ANN1106_flower,ANN1106_leafbottom,ANN1106_leaftop,ANN1106_plantside,ANN1106_planttop,ANN1106_primarybranch,ANN1106_seed,ANN1106_leafstrip
ANN1107,ANN1107_flower,ANN1107_leafbottom,ANN1107_leaftop,ANN1107_plantside,ANN1107_planttop,ANN1107_primarybranch,ANN1107_seed,ANN1107_leafstrip
ANN1108,ANN1108_flower,ANN1108_leafbottom,ANN1108_leaftop,ANN1108_plantside,ANN1108_planttop,ANN1108_primarybranch,nan,ANN1108_leafstrip
ANN1109,ANN1109_flower,ANN1109_leafbottom,ANN1109_leaftop,ANN1109_plantside,ANN1109_planttop,ANN1109_primarybranch,ANN1109_seed,ANN1109_leafstrip
ANN1110,ANN1110_flower,ANN1110_leafbottom,ANN1110_leaftop,ANN1110_plantside,ANN1110_planttop,ANN1110_primarybranch,ANN1110_seed,ANN1110_leafstrip
ANN1111,ANN1111_flower,ANN1111_leafbottom,ANN1111_leaftop,ANN1111_plantside,ANN1111_planttop,ANN1111_primarybranch,nan,ANN1111_leafstrip
ANN1112,ANN1112_flower,ANN1112_leafbottom,ANN1112_leaftop,ANN1112_plantside,ANN1112_planttop,ANN1112_primarybranch,nan,ANN1112_leafstrip
ANN1113,ANN1113_flower,ANN1113_leafbottom,ANN1113_leaftop,ANN1113_plantside,ANN1113_planttop,nan,nan,ANN1113_leafstrip
ANN1114,ANN1114_flower,ANN1114_leafbottom,ANN1114_leaftop,ANN1114_plantside,ANN1114_planttop,ANN1114_primarybranch,nan,ANN1114_leafstrip
ANN1115,ANN1115_flower,ANN1115_leafbottom,ANN1115_leaftop,ANN1115_plantside,ANN1115_planttop,ANN1115_primarybranch,ANN1115_seed,ANN1115_leafstrip
ANN1116,ANN1116_flower,ANN1116_leafbottom,ANN1116_leaftop,ANN1116_plantside,ANN1116_planttop,ANN1116_primarybranch,ANN1116_seed,ANN1116_leafstrip
ANN1117,ANN1117_flower,ANN1117_leafbottom,ANN1117_leaftop,ANN1117_plantside,ANN1117_planttop,ANN1117_primarybranch,ANN1117_seed,ANN1117_leafstrip
ANN1118,ANN1118_flower,ANN1118_leafbottom,ANN1118_leaftop,ANN1118_plantside,ANN1118_planttop,ANN1118_primarybranch,ANN1118_seed,ANN1118_leafstrip
ANN1119,ANN1119_flower,ANN1119_leafbottom,ANN1119_leaftop,ANN1119_plantside,ANN1119_planttop,ANN1119_primarybranch,ANN1119_seed,ANN1119_leafstrip
ANN1120,ANN1120_flower,ANN1120_leafbottom,ANN1120_leaftop,ANN1120_plantside,ANN1120_planttop,ANN1120_primarybranch,ANN1120_seed,ANN1120_leafstrip
ANN1121,ANN1121_flower,ANN1121_leafbottom,ANN1121_leaftop,ANN1121_plantside,ANN1121_planttop,ANN1121_primarybranch,nan,ANN1121_leafstrip
ANN1122,ANN1122_flower,ANN1122_leafbottom,ANN1122_leaftop,ANN1122_plantside,ANN1122_planttop,ANN1122_primarybranch,nan,ANN1122_leafstrip
ANN1123,ANN1123_flower,ANN1123_leafbottom,ANN1123_leaftop,ANN1123_plantside,ANN1123_planttop,ANN1123_primarybranch,ANN1123_seed,ANN1123_leafstrip
ANN1124,ANN1124_flower,ANN1124_leafbottom,ANN1124_leaftop,ANN1124_plantside,ANN1124_planttop,nan,ANN1124_seed,ANN1124_leafstrip
ANN1125,ANN1125_flower,ANN1125_leafbottom,ANN1125_leaftop,ANN1125_plantside,ANN1125_planttop,ANN1125_primarybranch,nan,ANN1125_leafstrip
ANN1126,ANN1126_flower,ANN1126_leafbottom,ANN1126_leaftop,ANN1126_plantside,ANN1126_planttop,ANN1126_primarybranch,nan,ANN1126_leafstrip
ANN1127,ANN1127_flower,ANN1127_leafbottom,ANN1127_leaftop,ANN1127_plantside,ANN1127_planttop,ANN1127_primarybranch,nan,ANN1127_leafstrip
ANN1128,ANN1128_flower,ANN1128_leafbottom,ANN1128_leaftop,ANN1128_plantside,ANN1128_planttop,ANN1128_primarybranch,nan,ANN1128_leafstrip
ANN1129,ANN1129_flower,ANN1129_leafbottom,ANN1129_leaftop,ANN1129_plantside,ANN1129_planttop,ANN1129_primarybranch,ANN1129_seed,ANN1129_leafstrip
ANN1130,ANN1130_flower,ANN1130_leafbottom,ANN1130_leaftop,ANN1130_plantside,ANN1130_planttop,ANN1130_primarybranch,ANN1130_seed,ANN1130_leafstrip
ANN1131,ANN1131_flower,ANN1131_leafbottom,ANN1131_leaftop,ANN1131_plantside,ANN1131_planttop,ANN1131_primarybranch,nan,ANN1131_leafstrip
ANN1132,nan,nan,nan,ANN1132_plantside,ANN1132_planttop,nan,nan,nan
ANN1133,ANN1133_flower,ANN1133_leafbottom,ANN1133_leaftop,ANN1133_plantside,ANN1133_planttop,ANN1133_primarybranch,ANN1133_seed,ANN1133_leafstrip
ANN1134,ANN1134_flower,ANN1134_leafbottom,ANN1134_leaftop,ANN1134_plantside,ANN1134_planttop,ANN1134_primarybranch,nan,ANN1134_leafstrip
ANN1135,ANN1135_flower,ANN1135_leafbottom,ANN1135_leaftop,ANN1135_plantside,ANN1135_planttop,ANN1135_primarybranch,ANN1135_seed,ANN1135_leafstrip
