Plant ID;Genotype ID;TLN;LIR;Days to budding;DTF ;Stem diameter at flowering;Plant height at flowering;Internode length;Stem diameter final before 1st node;Stem diameter final after 5th node;Distance of first branching from ground;Primary branches;SLA;Leaf total N;Leaf total C;Leaf C N ratio;Disk diameter;Ligule length;Ligule width;Flower head diameter;Ligule LW ratio;Flower FHDD ratio;Ligules number;Stem colour;Petiole main veins colour;Darker axillae;Leaf perimeter;Leaf area;Leaf width mid-height;Leaf maximum width;Leaf height mid-width;Leaf maximum height;Leaf curved height;Leaf curvedHeight maxWidth;Trichomes length;Trichomes density leaf edge flat area;Trichomes density leaf edge secondary veins;Trichomes density leaf center flat area;Trichomes density leaf center secondary veins;Trichomes density edge average;Trichomes density center average;Trichomes density nonvein average;Trichomes density vein average;Leaf shape index external I;Leaf shape index external II;Leaf curved shape index;Leaf ellipsoid;Leaf circular;Leaf rectangular;Leaf obovoid;Leaf width widest pos;Leaf eccentricity;Leaf proximal eccentricity;Leaf distal eccentricity;Leaf shape index internal;Leaf eccentricity area index;Total RGB;RGB proportion green;RGB proportion red;RGB proportion blue;Phyllaries diameter;Phyllaries length;Phyllaries width;Phyllaries LW ratio;Flowerhead to phyllaries diameter ratio;Disk to phyllaries diameter ratio;Seed perimeter;Seed area;Seed width mid height;Seed maximum width;Seed height mid width;Seed maximum height;Seed curved height;Seed HW ratio;Seed shape index external I;Seed shape index external II;Seed curved shape index;Seed ellipsoid;Seed circular;Seed rectangular;Seed ovoid;Seed width widest pos;Seed eccentricity;Seed proximal eccentricity;Seed distal eccentricity;Seed shape index internal;Seed eccentricity area index
ANN1245;ANN1245;21;0,875;24;44;31,2;91;4,333333333;53;36;7;18;29,45932943;6,685;43,312;6,479439704;4,010942967;5,401095925;1,354646145;14,41768674;4,030807518;3,597391293;23,33333333;3;3;1;508,0968;8298,6931;71,374;96,012;117,348;141,986;169,274;1,763050452;2,917469388;48;37;70;75;42,5;72,5;59;56;1,4788;1,6441;2,1687;0,1146;0,1823;0,3634;0,5189;0,7583;0,6165;0,8113;0,8687;1,4333;0,4959;182,109;0,468724775;0,311851693;0,219423532;6,512878005;2,109906665;0,738655901;2,84626878;2,194092496;0,604121788;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN1246;ANN1246;25;0,925925926;27;51;35,4;126,4;5,056;46;34;9;22;13,41626119;2,385;35,633;14,94104385;4,027548908;5,436931261;1,374880203;14,90832963;3,969286988;3,701637611;24;1;3;1;925,63;15974,7422;92,964;135,89;194,056;217,17;276,9106;2,037755538;2,817159184;68;39;79;58;53,5;68,5;73,5;48,5;1,5981;2,0874;1,992;0,1358;0,2065;0,325;0,4348;0,6847;0,4215;0,5063;0,7895;0,989;0,5844;127,263;0,424695316;0,330480972;0,244823712;7,103387136;3,025671504;0,675374952;4,511667562;2,006815417;0,542147232;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN1247;ANN1247;23;0,884615385;26;51;31,5;120,6;5,243478261;39;37;6,5;24;26,80104309;6,02;42,664;7,086534715;3,163220358;4,462784538;1,458367146;12,25737428;3,112053469;3,56856007;18,75;4;4;1;631,4405;13497,0053;94,742;134,874;167,894;176,784;200,9798;1,490130047;3,65044898;66;18;70;53;42;61,5;68;35,5;1,3107;1,7721;1,6454;0,1317;0,1628;0,3032;0,4707;0,7317;0,7108;0,8774;0,8331;1,5633;0,414;175,907;0,487160829;0,319703025;0,193136146;5,835126967;2,075945305;0,692346056;3,01932161;1,9894221;0,542183719;12,8007375;8,8258875;2,2754125;2,3799375;4,783675;4,8207125;4,981125;2,092964626;2,0283625;2,1050375;2,1412625;0,0594125;0,222625;0,4874625;0,2764875;0,383175;0,7521875;0,87095;0,8533;1,9885625;0,412675
ANN1248;ANN1248;25;0,714285714;35;54;35,7;148,5;5,94;43;37;6,5;27;30,15983436;6,727;42,282;6,285643576;3,995125198;5,088988637;1,463691802;13,82717741;3,381705152;3,461565239;21,66666667;4;3;1;448,766;7319,7918;67,564;94,996;105,664;130,302;145,3217;1,529766516;3,048979592;45;26;80;55;35,5;67,5;62,5;40,5;1,3717;1,5639;1,856;0,1136;0,1606;0,3369;0,4468;0,6631;0,4961;0,7115;0,861;0,9922;0,5499;177,314;0,474564896;0,315603957;0,209831147;6,765062203;2,264314663;0,783081937;2,902126764;2,045605296;0,590751761;11,72145;7,772425;2,255575;2,3336375;4,253175;4,27965;4,4294;1,898066859;1,8427625;1,8931375;1,9208;0,05295;0,1939375;0,493825;0,2468375;0,3662125;0,7459125;0,8756125;0,840975;1,7644375;0,4150375
ANN1249;ANN1249;22;1,1;20;44;26,3;118;5,363636364;38;30;10;19;22,81911552;6,212;43,67;7,030146472;3,255225571;3,803335914;1,34745009;10,26587872;2,826721567;3,152610129;19,66666667;3;4;1;572,8436;9955,9801;80,01;110,744;152,908;159,512;180,5761;1,630572311;3,111844898;42;37;30;21;39,5;25,5;36;29;1,4404;1,9111;1,9967;0,1251;0,1897;0,3036;0,2743;0,6576;0,4944;0,6008;0,7848;0,9568;0,4888;173,528;0,489171776;0,317476142;0,193352082;6,329353626;1,999049441;0,627022519;3,229464385;1,624173945;0,515835109;12,737425;8,5797625;2,2225125;2,3495125;4,6183;4,6540125;4,79275;2,039891254;1,9933125;2,0910375;2,137025;0,0625625;0,2225875;0,505525;0,2929875;0,3363625;0,704575;0,877725;0,7865;1,8177375;0,459875
ANN1250;ANN1250;17;0,708333333;24;48;35,6;144;8,470588235;45;38;12;17;23,50505892;6,359;42,446;6,674662735;3,092620922;5,163232384;1,475840898;13,27372177;3,508124355;4,294454145;22,33333333;3;4;1;558,8457;12525,8459;91,186;120,142;170,18;176,022;187,8969;1,563956818;3,053534694;54;48;63;41;51;52;58,5;44,5;1,4651;1,8663;1,9622;0,1207;0,1853;0,3269;0,4899;0,6854;0,7746;0,9054;0,9008;1,8741;0,3799;162,356;0,47114366;0,310613713;0,218242627;6,875417455;2,519443544;0,73747154;3,427997448;1,934548903;0,450455243;12,0180375;7,4627;1,98835;2,116675;4,5058625;4,554825;4,672725;2,207577923;2,158325;2,2721375;2,3353125;0,064975;0,2449125;0,4878125;0,29985;0,3456;0,7104375;0,812575;0,8511875;2,0015125;0,4492125
ANN1251;ANN1251;22;0,814814815;27;51;33,8;139,3;6,331818182;52;42;17;19;25,15809044;6,831;43,482;6,365453851;4,981543083;6,022420115;1,760810497;16,68863843;3,432233946;3,349967189;27,5;0;1;0;546,14;9791,5288;93,218;112,268;133,858;145,288;173,7441;1,547583461;3,286040816;64;62;23;68;63;45,5;43,5;65;1,2941;1,436;1,8096;0,1118;0,134;0,369;0,4276;0,6989;0,5219;0,6395;0,8638;0,9255;0,5034;189,874;0,448845024;0,315051034;0,236103943;10,6575078;4,077606983;1,150081501;3,543093479;1,556234573;0,464494392;14,16295;11,3909;2,776366667;2,878666667;5,184066667;5,26345;5,358283333;1,861376795;1,830166667;1,869033333;1,910783333;0,0554;0,192266667;0,463366667;0,237833333;0,394633333;0,736033333;0,87875;0,8311;1,7541;0,411716667
ANN1252;ANN1252;22;0,647058824;34;61;30,5;137,7;6,259090909;51;43;8;21;24,80387513;6,067;43,441;7,160237156;3,969883459;4,873504789;1,757155755;13,4895124;2,813800206;3,400771476;22;0;0;0;519,0368;9752,8837;80,264;96,266;142,748;160,02;174,2724;1,810321401;3,342122449;70;62;31;26;66;28,5;50,5;44;1,6623;1,7785;2,0824;0,0915;0,1792;0,3932;0,4503;0,7127;0,7122;0,9014;0,8907;1,7778;0,4135;177,009;0,474732923;0,312125372;0,213141705;7,797323822;2,606598284;1,298429217;2,011869679;1,733378318;0,509539056;14,50475;12,746;3,1115;3,2544;5,1435;5,17525;5,2835;1,623494346;1,59535;1,65775;1,70295;0,04915;0,15055;0,4708;0,27265;0,3486;0,77195;0,889;0,8631;1,62005;0,39275
ANN1253;ANN1253;19;0,730769231;26;54;36;157,5;8,289473684;44;34;16,5;17;22,82659725;6,73;42,862;6,369200726;4,315447368;5,975543279;1,616240131;15,85925138;3,697353294;3,694198093;20;1;1;0;511,7716;9788,0449;82,042;106,68;135,636;149,606;162,9794;1,527740907;3,695265306;70;33;68;36;51,5;52;69;34,5;1,4024;1,6533;1,8598;0,1124;0,1519;0,3604;0,5595;0,798;0,7245;0,852;0,8503;1,6641;0,4354;170,256;0,461880932;0,308952401;0,229166667;10,35430669;4,585795407;1,133441701;4,063214343;1,534870185;0,416163411;15,4832875;13,5457875;2,917025;3,103575;5,8009875;5,8248;5,9186625;1,907046712;1,8789625;1,9916625;2,0361125;0,0619375;0,204575;0,4560875;0,2945625;0,3336;0,7739875;0,8808375;0,8701125;1,935075;0,39205
ANN1254;ANN1254;20;0,714285714;28;55;36,2;175,5;8,775;57;42;8,5;19;NA;5,001;44,316;8,861836012;5,118997219;4,703681314;1,842659262;14,39178731;2,554379184;2,901864455;23;1;3;1;501,5843;10457,6565;81,788;108,204;148,844;153,416;168,0951;1,553501719;4,051836735;50;43;17;46;46,5;31,5;33,5;44,5;1,4178;1,8199;1,8958;0,1097;0,1657;0,375;0,5584;0,7401;0,7761;0,8931;0,888;1,8281;0,4195;172,25;0,466362845;0,315245283;0,218391872;10,09104229;3,754850522;1,275196925;2,963081648;1,418204109;0,507701936;15,0208625;12,9788125;2,9778875;3,1273875;5,5350625;5,572125;5,6763875;1,815057296;1,7874375;1,8641625;1,8960625;0,0579375;0,1852;0,4549625;0,2737125;0,3588125;0,7595375;0,8858;0,84935;1,7856125;0,39455
ANN1255;ANN1255;19;0,791666667;24;50;30,7;131;6,894736842;44;33;9;18;23,72674528;6,293;42,242;6,71238422;3,953491707;5,831584803;1,813337984;15,22371244;3,178574801;3,864444956;15,66666667;0;1;0;620,7152;12454,1686;86,36;112,522;170,434;189,23;212,3519;1,887203391;2,872163265;67;62;80;66;64,5;73;73,5;64;1,6817;1,9735;2,3882;0,1089;0,2115;0,3639;0,4725;0,7356;0,7204;0,8715;0,8904;1,9706;0,4068;177,196;0,443424231;0,309030678;0,247545091;8,145553119;3,743403639;1,330653126;2,830174324;1,868313163;0,484346359;14,0922375;11,1977375;2,5969;2,7291875;5,2996125;5,3393;5,4276125;1,98872833;1,959425;2,0441875;2,0596125;0,0604125;0,214125;0,4877625;0,3079375;0,3418875;0,7818125;0,8854;0,8763625;2,0207125;0,3962375
ANN1256;ANN1256;17;0,607142857;28;55;38,1;183,2;10,77647059;38;31;13,5;17;18,25355469;5,085;43,741;8,602642493;3,83164206;5,859088529;1,819204954;15,41581741;3,230389697;4,024113584;20;1;1;0;676,5821;13584,2954;83,566;119,38;183,896;190,5;217,5473;1,822309432;3,726097959;45;60;53;61;52,5;57;49;60,5;1,5957;2,2006;2,0439;0,1283;0,2163;0,3388;0,5405;0,7634;0,761;0,8824;0,8796;1,9792;0,3877;176,157;0,457693989;0,311352941;0,23095307;7,9958378;3,439421599;0,991163708;3,477946519;1,928809989;0,479521947;14,1433125;11,3764625;2,5624875;2,6736125;5,4160375;5,433225;5,52205;2,065389057;2,0354375;2,1159125;2,1535;0,061375;0,22405;0,4969875;0,289075;0,3362375;0,791875;0,8898125;0,88175;2,1129875;0,3961
ANN1257;ANN1257;24;0,857142857;28;54;37,7;178,6;7,441666667;52;46;11,5;20;23,70792432;5,945;42,479;7,145616139;4,321360749;6,311969959;1,761865978;16,51318387;3,581502333;3,816358319;19,33333333;2;2;1;649,0673;14348,0358;109,982;133,604;163,576;170,18;207,9267;1,556290979;3,983216327;49;25;74;56;37;65;61,5;40,5;1,2738;1,4873;1,8156;0,1222;0,1376;0,4023;0,5747;0,697;0,7683;0,8877;0,8877;1,4942;0,3756;169,463;0,449820905;0,304986929;0,245192166;8,54955845;3,316520769;1,359532675;2,471044007;1,931050697;0,505314779;13,933575;11,5785125;2,9487875;3,0916625;4,953;4,9834375;5,0882375;1,645793323;1,61255;1,680425;1,69965;0,0515625;0,1557125;0,4656375;0,2792625;0,3649875;0,7565125;0,886675;0,84255;1,620525;0,4067
ANN1258;ANN1258;17;0,653846154;26;50;34;96,5;5,676470588;49;30;9;16;32,36763123;6,512;42,588;6,540206534;4,811649064;5,922047622;2,032224925;16,22808658;2,915563727;3,37503271;19;1;1;0;566,1382;14552,487;111,76;131,064;155,448;165,608;198,1412;1,51178966;3,841959184;61;40;69;67;50,5;68;65;53,5;1,2636;1,3909;1,5409;0,0932;0,1176;0,4138;0,4947;0,7285;0,7496;0,8938;0,8746;1,3864;0,4019;175,875;0,462146411;0,315798152;0,222055437;9,224917092;3,680341325;1,460652359;2,523224897;1,760125396;0,52225109;13,449875;10,8976375;2,8098875;2,96335;4,9080125;4,9358125;5,0403;1,700879073;1,668275;1,7493875;1,763975;0,0563875;0,1677;0,4542375;0,29555;0,3544875;0,7826125;0,887375;0,874;1,7331875;0,3793375
ANN1259;ANN1259;18;0,692307692;26;48;29,2;146,3;8,127777778;49;35;13,5;15;30,34818179;6,485;41,378;6,380129078;4,017757048;5,315613514;1,540448113;13,56593052;3,459156113;3,444360683;20,33333333;2;2;1;589,9482;11368,4289;88,9;117,348;140,716;167,64;185,031;1,576771654;4,04155102;58;38;92;52;48;72;75;45;1,4286;1,5829;2,0998;0,1241;0,1738;0,3386;0,4949;0,7122;0,6889;0,9209;0,9153;1,5442;0,4051;176,173;0,450585504;0,31137575;0,238038746;8,689536431;3,480016129;1,193063783;2,921794682;1,593252959;0,46297917;13,8641375;10,994925;2,746375;2,8747;4,971525;5,0032625;5,155725;1,793482798;1,7507875;1,821725;1,8854375;0,0577875;0,1834;0,4702;0,289225;0,355975;0,771625;0,8811875;0,868025;1,7658375;0,3939875
ANN1260;ANN1260;17;0,708333333;24;48;32,8;135,4;7,964705882;57;37;12;15;19,56007346;6,176;42,03;6,805328229;4,00680718;5,654758478;1,832426758;14,85994331;3,090150576;3,715710229;20,33333333;2;3;0;529,5155;12301,3302;89,662;108,966;160,528;174,752;191,9778;1,761813777;4,26122449;64;35;64;63;49,5;63,5;64;49;1,6037;1,7904;2,0879;0,0897;0,1724;0,3965;0,4106;0,7093;0,7336;0,9081;0,9403;1,8;0,4187;180,952;0,451478845;0,317305142;0,231216013;8,427139258;3,332334502;1,319385214;2,532241294;1,771860313;0,4764734;13,91995;11,822525;3,0480125;3,20675;4,8194;4,847175;4,9772375;1,552112731;1,5127125;1,5828375;1,6316375;0,05225;0,14045;0,4742375;0,2924375;0,3584375;0,7754125;0,8829375;0,87025;1,5598625;0,4001
ANN1261;ANN1261;18;0,818181818;22;45;26,6;111,1;6,172222222;40;30;11,5;20;26,60877247;6,446;43,189;6,700465473;3,898959242;5,026688929;1,642151953;13,6975906;3,061698023;3,522378571;20;1;3;1;480,9667;7578,1784;69,088;88,138;128,27;147,066;166,1169;1,884736436;3,652653061;53;72;97;63;62,5;80;75;67,5;1,6686;1,8566;1,8279;0,1193;0,2243;0,3575;0,5045;0,7374;0,7059;0,9315;0,885;1,7288;0,3562;202,286;0,462389884;0,316388677;0,221221439;8,432226653;3,298896091;1,107547927;2,977441185;1,624559022;0,462789468;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN1262;ANN1262;26;0,8125;32;57;39,9;165,3;6,357692308;43;37;13,5;NA;22,22069426;5,885;43,127;7,328578721;4,772140559;6,840493404;1,767231005;17,78086115;3,915324049;3,727649995;20,66666667;0;2;0;684,4063;14172,3588;84,582;136,398;172,974;193,04;237,9288;1,744371618;4,199265306;82;65;57;53;73,5;55;69,5;59;1,4153;2,045;1,8979;0,1533;0,212;0,2736;0,5989;0,7481;0,6825;0,9829;0,8409;1,8112;0,4703;187,289;0,465024641;0,319121785;0,215853574;9,203769976;3,849613208;1,171076023;3,289271062;1,937775555;0,520127389;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN1263;ANN1263;20;0,833333333;24;48;30,5;122,1;6,105;47;42;16;17;23,33993615;6,564;42,166;6,424037157;3,572846846;4,859207812;1,37936672;13,07263542;3,524194916;3,665674114;19,25;2;4;1;685,0948;13926,9399;89,408;126,238;191,516;210,82;230,4597;1,825596888;3,336710204;33;19;58;39;26;48,5;45,5;29;1,67;2,142;2,2681;0,135;0,2371;0,2776;0,4031;0,7059;0,6828;0,846;0,8602;1,8742;0,3781;168,002;0,461054035;0,312764134;0,226181831;7,117293245;2,541680117;0,771942478;3,294623654;1,840539371;0,501874293;13,966;10,8694875;2,667;2,864125;5,04695;5,0813125;5,2051;1,817343866;1,7757625;1,8938375;1,9376375;0,062875;0,1891625;0,4600125;0,3327375;0,3259875;0,7327375;0,8853875;0,815475;1,758725;0,43245
ANN1264;ANN1264;21;0,875;24;50;31,1;129,6;6,171428571;44;39;13,5;18;25,18415867;6,261;44,423;7,095388523;3,4946924;4,46478223;1,503039409;12,13463749;2,953246176;3,472202158;20,33333333;2;4;1;504,7979;8507,2088;61,976;89,154;159,766;180,34;181,2304;2,032779236;3,043689796;49;21;26;20;35;23;37,5;20,5;2,0228;2,5779;2,9361;0,1274;0,281;0,286;0,401;0,7131;0,5501;0,669;0,8804;1,9307;0,5308;175,951;0,471983677;0,316161886;0,211854437;7,139260965;2,99128212;0,748913469;4,039182718;1,699730983;0,489474487;12,0694375;8,037725;2,2132375;2,390525;4,5468875;4,5825625;4,71505;1,972391002;1,9201;2,059275;2,1063;0,0676875;0,2115125;0,4524;0,3559625;0,3099125;0,76795;0,8854875;0,8607;2,00325;0,3965375
ANN1265;ANN1265;22;0,814814815;27;48;33,9;129,3;5,877272727;46;39;20,5;16;26,84514821;6,773;43,834;6,471734627;3,340301153;4,844558994;1,250997437;12,84011195;3,902741505;3,855379543;18;1;4;0;514,1716;9817,2707;68,072;109,982;141,986;164,846;164,2121;1,493081595;3,06597551;39;43;62;39;41;50,5;50,5;41;1,4988;2,0858;2,375;0,1368;0,2152;0,2924;0,5455;0,7195;0,6852;0,8346;0,8473;2,0367;0,5004;177,171;0,439072986;0,307516467;0,253410547;6,144671286;2,243646629;0,992161748;2,275567717;2,062879662;0,514357421;12,4919375;9,2878875;2,6498125;2,7993;4,4569;4,4846875;4,6498625;1,661080449;1,6029;1,68235;1,7175625;0,0564125;0,1552625;0,4537;0,3001;0,356125;0,78055;0,883475;0,876775;1,6687625;0,3817375
ANN1266;ANN1266;21;0,636363636;33;NA;39,2;137,7;6,557142857;45;40;16,5;17;28,7685376;6,386;43,108;6,750056766;4,57363779;4,493655289;1,92531347;13,12732567;2,339640114;2,87354117;20;3;4;0;710,6903;13923,9722;87,884;125,222;167,64;193,548;235,23;1,878503777;3,480955102;44;54;56;101;49;78,5;50;77,5;1,5456;1,9075;2,3285;0,117;0,1876;0,3167;0,4998;0,7237;0,6518;0,8171;0,881;1,6757;0,4657;183,075;0,459647685;0,313123037;0,227229278;7,923306768;3,06323363;1,285216939;2,40048314;1,657378207;0,57733319;14,9294625;12,7370875;2,9726;3,104875;5,5350875;5,577425;5,6497;1,819622368;1,79715;1,8627875;1,8684625;0,05885;0,18745;0,4467;0,28035;0,38195;0,7646;0,867475;0,872775;1,79105;0,3761
ANN1267;ANN1267;22;0,6875;32;54;56,3;182,6;8,3;85;45;9;21;17,19304106;5,518;43,123;7,815559685;4,222781135;5,931638533;1,785811946;15,71110723;3,356112352;3,732259167;21,33333333;1;3;0;644,9672;14657,0675;105,41;128,524;176,53;185,674;212,1511;1,650673026;2,720816327;76;65;105;79;70,5;92;90,5;72;1,4447;1,6747;1,9219;0,1177;0,176;0,3434;0,4649;0,6827;0,6904;0,8208;0,8873;1,4911;0,4111;169,771;0,433212975;0,308704078;0,258082947;8,011572483;3,400287062;1,22689691;2,773994356;1,961567797;0,526472292;11,8982;8,5657625;2,5452875;2,656425;4,19365;4,2227625;4,36765;1,644183442;1,5935;1,6520375;1,65005;0,04955;0,148475;0,488625;0,2626625;0,3707375;0,7697;0,8829875;0,8632;1,606875;0,3982375
ANN1268;ANN1268;26;0,764705882;34;57;36,5;132,2;5,084615385;45;30;6;21;20,328166;5,833;44,005;7,543773176;3,796229489;5,556986477;1,805689021;14,67361202;3,107848865;3,892743185;21;0;4;0;530,3572;9674,1742;76,708;105,41;146,558;157,734;173,3069;1,644122;3,954122449;90;25;57;37;57,5;47;73,5;31;1,4964;1,9106;2,0994;0,1135;0,1842;0,3284;0,4344;0,7205;0,6935;0,8583;0,8398;1,558;0,3784;159,769;0,454262091;0,309246475;0,236491435;7,146513684;2,789291475;1,01789298;2,756479253;2,056174701;0,531191353;11,7667625;8,38215;2,497675;2,61145;4,216125;4,239975;4,3496125;1,66559287;1,62495;1,6901375;1,718125;0,05125;0,1544125;0,4785875;0,274525;0,3602125;0,7697;0,885725;0,8595125;1,6465;0,3956375
ANN1269;ANN1269;23;0,92;25;48;35,5;123;5,347826087;46;36;13,5;20;24,12869767;6,778;41,299;6,093226532;4,333608294;4,791282867;1,767499441;13,08819812;2,718163749;3,022226076;23,66666667;1;3;0;562,2965;10869,9783;76,962;105,664;172,974;179,07;195,0229;1,845689166;1,954873469;31;18;59;30;24,5;44,5;45;24;1,6947;2,2475;2,534;0,1174;0,2324;0,3358;0,4796;0,7348;0,7727;0,8889;0,8889;2,2667;0,3914;171,352;0,443233811;0,308867127;0,247899062;8,628858035;3,291522817;1,235418845;2,659622678;1,520004172;0,502740162;14,2607625;11,405225;2,7172875;2,8403125;5,19245;5,254625;5,362825;1,888110903;1,85235;1,91445;1,9769375;0,0564125;0,1964;0,4821125;0,2887625;0,3675;0,7660875;0,8837;0,863175;1,8507;0,3985875
ANN1270;ANN1270;17;0,80952381;21;43;27,3;114,6;6,741176471;39;32;12;17;26,42003614;6,761;42,413;6,272698013;3,622739471;5,365746999;1,797350876;14,17088899;3,009775729;3,932445256;18,66666667;0;4;0;444,8969;7894,3068;64,008;88,392;153,162;161,544;165,8203;1,875965019;2,885044898;47;43;69;45;45;57;58;44;1,8276;2,3929;2,5039;0,1264;0,2521;0,297;0,4591;0,7233;0,7559;0,9467;0,9023;2,4;0,3838;178,117;0,454841481;0,30908897;0,23606955;7,23980728;3,116593959;1,040703985;3,003528697;1,960771233;0,50024314;12,5179125;8,9618625;2,43945;2,5638125;4,5032125;4,5336375;4,69875;1,832719826;1,76925;1,847075;1,9322625;0,0563625;0,1872125;0,48465;0,2817875;0,3649875;0,758475;0,864675;0,867525;1,7547875;0,4102125
ANN1271;ANN1271;42;0,428571429;98;NA;NA;NA;NA;43;43;13;40;17,71651929;3,888;41,788;10,74803468;NA;NA;NA;NA;NA;NA;NA;1;4;1;622,198;13960,6172;81,28;111,506;193,802;212,09;212,4687;1,905446344;4,045787755;126;38;102;30;82;66;114;34;1,9021;2,3844;2,4895;0,1107;0,2521;0,3174;0,4459;0,7007;0,3981;0,9121;0,5312;0,954;0,5807;128,09;0,496541494;0,309649465;0,193809041;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN1272;ANN1272;54;0,568421053;95;NA;NA;NA;NA;50;47;13;52;17,47629575;4,405;42,733;9,700737737;NA;NA;NA;NA;NA;NA;NA;3;3;1;510,6747;9300,8846;66,548;92,456;167,132;178,562;180,1096;1,948057454;2,5116;68;40;87;55;54;71;77,5;47,5;1,9313;2,5115;2,6069;0,1067;0,2526;0,2948;0,3821;0,6693;0,5983;0,9906;0,7216;1,5328;0,3731;137,844;0,499542962;0,315545109;0,184911929;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN1273;ANN1273;64;0,60952381;105;NA;NA;NA;NA;50;44;18;62;14,17428456;3,505;41,14;11,73638518;NA;NA;NA;NA;NA;NA;NA;2;3;1;518,0824;12408,1687;103,632;125,222;154,686;158,496;174,334;1,392199454;3,942465306;97;18;48;16;57,5;32;72,5;17;1,2657;1,4926;1,6459;0,1043;0,1232;0,3692;0,4496;0,6619;0,7801;0,9153;0,8885;1,4908;0,353;158,232;0,460709591;0,3170724;0,222218009;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN1274;ANN1274;67;0,720430108;93;131;49,3;NA;NA;50;50;14;63;16,32047901;4,219;40,853;9,682938862;NA;NA;NA;NA;NA;NA;NA;4;4;1;556,0883;11195,8486;98,044;114,046;170,18;178,816;186,2139;1,632796415;3,742040816;86;50;90;70;68;80;88;60;1,5679;1,7358;1,7552;0,1138;0,1788;0,2798;0,2851;0,6406;0,5832;0,83;0,7621;1,1264;0,3246;141,005;0,438700755;0,318258218;0,243041027;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN1275;ANN1275;54;0,627906977;86;NA;NA;NA;NA;38;38;15;53;16,74885954;2,564;41,469;16,17232909;NA;NA;NA;NA;NA;NA;NA;2;3;1;460,6996;8371,08;71,882;94,742;147,32;152,4;157,3312;1,66062781;3,163126531;76;50;93;30;63;61,5;84,5;40;1,6086;2,0495;2,1285;0,1202;0,2012;0,3169;0,4212;0,6513;0,4641;0,544;0,8742;1,0146;0,5389;177,334;0,473349724;0,339810753;0,186839523;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN1276;ANN1276;59;0,621052632;95;NA;NA;NA;NA;50;42;16,5;58;16,34660106;3,985;42,457;10,654606;NA;NA;NA;NA;NA;NA;NA;0;3;1;372,576;6760,9542;59,944;73,914;136,906;148,59;151,9777;2,056142273;3,285257143;62;20;65;29;41;47;63,5;24,5;2,0103;2,2839;2,5352;0,0881;0,2381;0,3395;0,3298;0,694;0,7363;0,911;0,8884;2,2872;0,3941;152,574;0,44248037;0,314254067;0,243265563;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN1277;ANN1277;68;0,647619048;105;NA;NA;NA;NA;46;38;20;65;14,36483924;4,929;43,897;8,905052479;NA;NA;NA;NA;NA;NA;NA;3;3;1;639,4215;10418,8179;67,818;98,552;184,404;202,946;206,8012;2,098396785;2,203444898;84;46;78;32;65;55;81;39;2,0593;2,7191;2,4997;0,1221;0,2821;0,2609;0,4415;0,6507;0,6015;0,7631;0,7921;1,8898;0,4071;106,651;0,465968439;0,303485199;0,230546361;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ANN1278;ANN1278;70;0,666666667;105;NA;NA;NA;NA;54;51;10,5;71;15,76099094;5,096;43,561;8,548156641;NA;NA;NA;NA;NA;NA;NA;2;3;1;550,803;10441,6565;63,754;102,362;170,688;191,008;198,3976;1,938195815;2,351387755;69;41;59;41;55;50;64;41;1,866;2,6773;3,0274;0,1383;0,2754;0,2752;0,5135;0,7154;0,7137;0,8048;0,8993;2,68;0,4798;142,171;0,42954611;0,310801781;0,259652109;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
